2701.8	C	M68	0	12	5683
2723.0	C	M69	25	0	7345
2730.4	C	M70	3	13	5185
2881.0	C	M71	3	33	8116
2912.8	C	M72	32	12	7366
3079.9	C	M73	36	24	6569
3104.6	C	M74	14	25	7852
3131.2	C	M75	5	29	9552
3201.6	C	M76	4	11	7078
3266.2	C	M77	3	11	5225
3318.6	C	M78	1	3	9987
3412.5	C	M79	13	39	9477
3466.4	C	M80	27	22	6024
3508.9	C	M81	25	33	6627
3536.1	C	M82	34	8	9231
3588.3	C	M83	26	11	7260
3602.9	C	M84	36	2	5078
3732.4	C	M85	15	35	7220
3775.8	C	M86	26	25	7625
3779.2	C	M87	28	18	8850
3886.4	C	M88	19	8	8799
3913.6	C	M89	27	16	9970
3929.8	C	M90	38	2	6788
3955.6	C	M91	2	11	6900
3968.6	C	M92	39	35	5341
4018.9	C	M93	25	29	7081
4067.3	C	M94	27	13	9581
4097.3	C	M95	36	30	6711
4145.9	C	M96	26	20	9940
4206.1	C	M97	13	32	5804
4228.0	C	M98	24	19	5439
4279.9	C	M99	29	15	9661
4320.8	C	M100	13	12	7868
4324.8	C	M101	10	23	8837
4357.1	C	M102	39	1	8669
4378.5	C	M103	9	3	5278
4406.9	C	M104	19	9	5526
4431.0	C	M105	24	2	9759
4433.3	C	M106	27	9	8646
4436.6	C	M107	1	0	8322
4492.1	C	M108	37	12	6566
4499.7	C	M109	32	1	6234
4546.5	C	M110	13	27	6633
4629.0	C	M111	29	16	9127
4636.3	C	M112	23	9	6496
4685.6	C	M113	29	9	9896
4716.2	C	M114	1	2	7266
4729.5	C	M115	10	33	8050
4769.5	C	M116	21	23	7230
4782.1	C	M117	13	38	8858
4785.5	C	M118	32	33	6830
4810.4	C	M119	7	5	9973
4864.5	C	M120	38	37	6642
4951.9	C	M121	34	23	9113
4978.2	C	M122	4	2	9302
4980.0	C	M123	26	1	7291
4999.6	C	M124	13	34	8455
5021.1	C	M125	19	27	7471
5103.7	C	M126	19	17	7317
5111.1	C	M127	17	18	9675
5200.6	C	M128	27	32	8924
5213.1	C	M129	11	5	9004
5277.9	C	M130	19	16	9872
5326.2	C	M131	3	8	5907
5435.9	C	M132	37	31	6676
5579.6	C	M133	33	39	8958
5678.9	C	M134	3	35	6021
5690.8	C	M135	39	31	8119
5768.6	C	M136	24	15	7771
5776.4	C	M137	25	20	9417
5804.6	C	M138	5	22	9875
5822.7	C	M139	39	37	7744
5830.0	C	M140	17	13	9218
5865.0	C	M141	19	7	7265
5878.8	C	M142	26	22	8395
5883.6	C	M143	13	25	8132
5950.1	C	M144	24	25	8762
6033.4	C	M145	8	16	8652
6059.1	C	M146	18	35	7207
6093.6	C	M147	33	24	5318
6136.8	C	M148	35	34	5959
6146.4	C	M149	33	26	5825
6194.3	C	M150	32	39	8181
6234.3	C	M151	37	2	5280
6251.2	C	M152	2	39	9426
6251.6	C	M153	0	29	7121
6278.8	C	M154	17	7	6057
6322.9	C	M155	27	29	7497
6352.4	C	M156	22	39	7024
6379.8	C	M157	26	19	5302
6414.6	C	M158	16	9	6677
6603.7	C	M159	30	39	8014
6620.1	C	M160	10	39	6151
6649.3	C	M161	10	8	8395
6657.0	C	M162	7	0	9099
6690.4	C	M163	33	36	7948
6701.1	C	M164	13	10	8929
6717.0	C	M165	30	17	7621
6757.2	C	M166	31	27	6480
6793.8	C	M167	29	30	5015
6888.6	C	M168	34	21	9458
7100.4	C	M169	35	20	7472
7216.6	C	M170	15	10	9509
7271.5	C	M171	12	21	7369
7310.4	C	M172	0	4	8667
7357.6	C	M173	17	24	6590
7364.8	C	M174	10	13	8297
7457.1	C	M175	13	18	9052
7472.5	C	M176	17	1	9912
7478.4	C	M177	26	27	7017
7511.0	C	M178	8	25	8651
7568.9	C	M179	14	31	7098
7590.9	C	M180	17	31	6914
7604.0	C	M181	6	22	9673
7605.3	C	M182	6	10	8142
7691.9	C	M183	20	19	9096
7711.3	C	M184	24	9	6219
7733.3	C	M185	10	11	5541
7743.6	C	M186	12	2	8072
7824.1	C	M187	15	22	5881
7869.5	C	M188	15	0	8569
7877.5	C	M189	16	34	7407
7907.3	C	M190	32	38	6749
7923.3	C	M191	24	20	8423
7961.4	C	M192	30	37	5857
7994.9	C	M193	15	23	7529
8025.3	C	M194	15	25	5457
8165.9	C	M195	7	6	7781
8220.2	C	M196	9	5	8667
8282.3	C	M197	6	32	9797
8345.7	C	M198	15	35	5069
8388.4	C	M199	15	22	8175
8548.8	C	M200	18	7	8536
8563.0	C	M201	11	20	6106
8650.1	C	M202	26	0	8193
8772.3	C	M203	4	18	5901
8804.3	C	M204	10	0	9010
8836.8	C	M205	9	33	9011
8909.6	C	M206	25	33	9046
8937.9	C	M207	4	35	7316
8963.3	C	M208	24	7	9296
9077.7	C	M209	2	6	9291
9143.7	C	M210	11	31	9538
9191.3	C	M211	1	34	5427
9233.5	C	M212	6	20	7704
9250.3	C	M213	30	27	6958
9308.5	C	M214	39	18	9036
9354.5	C	M215	34	13	9555
9373.6	C	M216	17	20	7337
9398.1	C	M217	20	38	9726
9413.2	C	M218	20	13	5078
9415.8	C	M219	0	17	8680
9466.4	C	M220	26	6	6012
9466.5	C	M221	33	14	9139
9511.0	C	M222	33	29	6585
9513.0	C	M223	27	39	6870
9531.0	C	M224	37	14	8166
9647.7	C	M225	18	35	7548
9817.7	C	M226	2	32	9781
9864.1	C	M227	32	8	5135
9902.0	C	M228	6	2	6537
9934.8	C	M229	24	9	9681
9990.2	C	M230	8	17	9936
10061.3	C	M231	7	11	9255
10110.9	C	M232	29	14	9931
10209.2	C	M233	27	30	5772
10226.0	C	M234	21	19	9559
10245.0	C	M235	2	18	5300
10259.1	C	M236	18	29	6386
10273.5	C	M237	20	10	5862
10278.9	C	M238	34	14	8550
10281.0	C	M239	8	25	8674
10341.1	C	M240	21	14	8352
10386.0	C	M241	38	21	7567
10402.3	C	M242	34	38	5354
10437.7	C	M243	1	23	6282
10467.2	C	M244	22	18	5532
10476.4	C	M245	28	23	8022
10480.3	C	M246	30	32	5565
10581.8	C	M247	21	25	9780
10590.1	C	M248	36	30	5438
10634.0	C	M249	38	31	5263
10656.9	C	M250	5	24	8661
10687.6	C	M251	11	28	6036
10717.2	C	M252	10	30	6981
10733.9	C	M253	10	5	9288
10768.9	C	M254	26	12	5399
10803.2	C	M255	11	28	7201
10807.6	C	M256	32	23	8209
10829.9	C	M257	27	32	5512
10863.9	C	M258	30	33	8517
10867.9	C	M259	5	23	9780
10872.7	C	M260	24	22	7627
10891.5	C	M261	10	25	6048
10924.6	C	M262	38	32	7196
10938.5	C	M263	6	27	9452
10943.1	C	M264	30	34	7325
10956.8	C	M265	22	21	8224
10966.1	C	M266	7	18	9142
10994.0	C	M267	24	10	6246
11076.5	C	M268	38	37	5140
11120.8	C	M269	1	34	5706
11207.6	C	M270	7	18	8040
11243.9	C	M271	16	5	5730
11245.2	C	M272	2	0	6610
11343.9	C	M273	22	3	9607
11389.8	C	M274	24	18	9148
11440.7	C	M275	22	13	6752
11539.0	C	M276	29	17	7615
11550.8	C	M277	5	29	7073
11587.0	C	M278	5	9	5758
11628.5	C	M279	26	34	7722
11631.8	C	M280	29	35	9980
11652.9	C	M281	16	29	6707
11671.9	C	M282	28	34	9236
11746.5	C	M283	29	30	6908
11786.4	C	M284	32	5	6947
11837.8	C	M285	20	34	5717
11861.5	C	M286	7	34	8387
12001.5	C	M287	4	29	7575
12010.8	C	M288	22	23	7659
12015.3	C	M289	31	1	5476
12023.2	C	M290	7	23	6771
12048.3	C	M291	7	9	9300
12201.0	C	M292	13	39	5563
12249.5	C	M293	37	35	8762
12265.7	C	M294	0	2	5632
12388.7	C	M295	39	33	6365
12471.7	C	M296	26	37	8062
12515.2	C	M297	9	7	5472
12635.6	C	M298	14	9	9445
12660.1	C	M299	1	15	5474
12725.7	C	M300	1	26	6698
12754.1	C	M301	18	33	5584
12837.2	C	M302	27	37	7395
12908.6	C	M303	7	19	5510
12942.6	C	M304	34	16	5323
12954.3	C	M305	9	0	8556
12986.7	C	M306	39	5	7736
12992.3	C	M307	31	11	9726
12999.9	C	M308	13	26	7195
13020.5	C	M309	20	16	9714
13030.8	C	M310	29	5	9874
13062.3	C	M311	10	7	7766
13113.8	C	M312	32	26	8420
13123.5	C	M313	24	10	9162
13155.7	C	M314	34	1	9790
13250.2	C	M315	4	16	5685
13253.3	C	M316	30	39	5984
13260.1	C	M317	3	5	5851
13262.1	C	M318	12	37	9627
13376.9	C	M319	31	22	6888
13432.8	C	M320	1	30	5107
13514.8	C	M321	30	5	6941
13562.7	C	M322	36	38	9146
13647.8	C	M323	2	11	9923
13675.4	C	M324	15	3	9853
13807.7	C	M325	14	16	6228
13869.7	C	M326	0	15	5660
13873.0	C	M327	17	8	7212
13936.9	C	M328	4	39	9587
13947.7	C	M329	27	13	6613
13964.8	C	M330	20	23	5918
13985.9	C	M331	19	0	6476
13990.3	C	M332	1	27	5237
13998.3	C	M333	26	28	9093
14002.8	C	M334	24	39	6543
14015.4	C	M335	25	21	6145
14057.5	C	M336	15	3	6058
14097.8	C	M337	19	11	5717
14112.2	C	M338	12	18	6583
14150.7	C	M339	19	0	9031
14173.9	C	M340	3	21	7292
14184.2	C	M341	11	32	8608
14216.2	C	M342	0	3	5690
14249.2	C	M343	10	34	5770
14380.4	C	M344	2	11	9904
14387.0	C	M345	13	28	8976
14392.1	C	M346	27	12	5080
14423.1	C	M347	12	28	5710
14467.9	C	M348	9	37	8451
14478.6	C	M349	18	11	5740
14581.5	C	M350	21	2	6804
14582.4	C	M351	21	33	6800
14827.7	C	M352	18	10	8046
14828.6	C	M353	2	22	6408
14852.5	C	M354	3	18	9712
14881.3	C	M355	29	9	6503
14949.0	C	M356	13	20	5664
14950.6	C	M357	3	6	5438
14985.3	C	M358	17	9	7598
15115.5	C	M359	5	0	8222
15132.8	C	M360	0	13	5057
15157.2	C	M361	39	2	6821
15236.8	C	M362	29	35	8501
15290.4	C	M363	31	33	9376
15356.0	C	M364	11	6	7047
15436.7	C	M365	8	26	8189
15504.4	C	M366	8	3	8757
15506.3	C	M367	15	8	6201
15536.0	C	M368	9	26	6325
15574.4	C	M369	1	37	8688
15698.9	C	M370	4	38	7502
15720.8	C	M371	14	37	5361
15803.2	C	M372	9	19	7471
15823.2	C	M373	2	6	5633
15918.7	C	M374	6	19	6747
15923.0	C	M375	36	38	6420
15924.6	C	M376	32	0	5375
15925.2	C	M377	9	35	8514
15971.9	C	M378	12	32	5856
16002.1	C	M379	28	3	5975
16029.2	C	M380	11	25	9529
16054.9	C	M381	21	22	9096
16170.8	C	M382	2	22	9784
16208.3	C	M383	16	28	7253
16229.4	C	M384	35	12	7682
16275.6	C	M385	39	34	8923
16293.1	C	M386	17	32	7126
16329.3	C	M387	29	1	5917
16333.2	C	M388	13	18	5704
16333.8	C	M389	8	24	9575
16364.1	C	M390	30	8	7701
16421.1	C	M391	0	34	5988
16426.1	C	M392	13	33	8205
16438.9	C	M393	0	39	9552
16439.3	C	M394	26	1	5497
16451.5	C	M395	22	5	7580
16521.6	C	M396	10	14	5738
16583.7	C	M397	24	7	6003
16609.2	C	M398	16	11	6732
16621.6	C	M399	17	7	8160
16717.9	C	M400	38	15	5551
16763.5	C	M401	23	26	6291
16936.1	C	M402	35	5	5492
16989.2	C	M403	26	12	7803
17038.7	C	M404	20	8	9849
17061.3	C	M405	34	26	8626
17084.3	C	M406	16	8	7851
17139.0	C	M407	10	24	6310
17144.0	C	M408	2	4	8531
17156.3	C	M409	17	35	9868
17193.9	C	M410	18	27	9250
17290.9	C	M411	39	8	7696
17291.3	C	M412	19	32	7902
17291.8	C	M413	30	36	8797
17332.5	C	M414	21	6	8487
17336.7	C	M415	10	23	8690
17545.2	C	M416	17	30	5951
17623.7	C	M417	2	37	9874
17704.8	C	M418	38	36	5662
17726.8	C	M419	32	15	5371
17776.2	C	M420	35	7	6550
17850.0	C	M421	25	23	9999
18017.3	C	M422	8	1	7913
18020.7	C	M423	14	36	6656
18080.6	C	M424	34	21	6504
18089.9	C	M425	1	18	9415
18183.2	C	M426	32	16	9652
18202.2	C	M427	21	17	6928
18251.1	C	M428	14	9	8886
18415.6	C	M429	35	10	9210
18498.8	C	M430	22	8	7400
18542.5	C	M431	1	24	6288
18608.7	C	M432	11	15	6858
18618.4	C	M433	16	21	7439
18619.3	C	M434	28	26	9897
18627.9	C	M435	36	7	8381
18711.8	C	M436	2	18	8670
18741.1	C	M437	24	30	5206
18765.8	C	M438	10	24	7138
18854.5	C	M439	0	19	8557
18859.5	C	M440	5	26	8958
18870.7	C	M441	34	20	8745
18926.9	C	M442	11	14	5455
18977.0	C	M443	19	25	8718
19003.7	C	M444	30	6	8606
19010.8	C	M445	27	32	8616
19014.6	C	M446	8	1	8597
19089.3	C	M447	10	12	9228
19091.5	C	M448	19	25	7205
19101.0	C	M449	25	10	5869
19147.9	C	M450	15	21	8615
19162.8	C	M451	1	18	9759
19191.7	C	M452	22	4	7064
19209.8	C	M453	35	2	8122
19213.2	C	M454	2	32	9327
19354.2	C	M455	21	17	5551
19414.7	C	M456	6	32	6278
19422.5	C	M457	6	10	5620
19536.4	C	M458	32	18	7399
19539.3	C	M459	27	5	9884
19539.4	C	M460	26	32	9501
19557.5	C	M461	14	7	6000
19654.2	C	M462	16	19	7900
19727.2	C	M463	5	22	8558
19751.5	C	M464	14	22	6481
19781.2	C	M465	23	33	6590
19792.6	C	M466	39	1	5380
19899.2	C	M467	22	2	5330
19948.1	C	M468	10	18	5790
20026.8	C	M469	2	5	5115
20028.6	C	M470	5	29	7117
20073.2	C	M471	6	36	6531
20163.0	C	M472	24	29	5350
20225.2	C	M473	28	39	7782
20292.2	C	M474	5	8	8407
20331.3	C	M475	37	20	7308
20363.4	C	M476	19	2	7870
20363.8	C	M477	38	10	8279
20389.2	C	M478	24	25	6769
20389.3	C	M479	16	1	8624
20404.6	C	M480	33	35	9962
20409.3	C	M481	18	22	5842
20443.6	C	M482	15	16	9979
20549.0	C	M483	20	32	6182
20567.1	C	M484	32	27	7592
20577.1	C	M485	1	34	7082
20601.9	C	M486	6	8	9142
20606.0	C	M487	28	32	6432
20626.5	C	M488	38	23	9170
20627.6	C	M489	33	26	9139
20701.9	C	M490	10	9	7179
20704.7	C	M491	10	6	7522
20797.6	C	M492	32	18	7237
20890.4	C	M493	38	23	9151
20984.4	C	M494	39	27	5304
21001.9	C	M495	0	10	7331
21019.6	C	M496	14	8	7076
21023.0	C	M497	33	9	5489
21087.4	C	M498	16	25	6837
21107.3	C	M499	10	9	6360
21109.9	C	M500	8	15	6299
21203.6	C	M501	15	6	5534
21215.4	C	M502	21	31	7880
21296.2	C	M503	36	12	6088
21357.1	C	M504	26	30	7049
21357.9	C	M505	38	26	5875
21365.7	C	M506	3	35	5397
21368.2	C	M507	39	16	8134
21416.6	C	M508	15	11	7662
21445.7	C	M509	15	11	8394
21458.7	C	M510	8	2	7791
21514.2	C	M511	4	2	9436
21537.5	C	M512	33	19	8127
21552.7	C	M513	19	30	7924
21555.6	C	M514	14	5	8460
21637.7	C	M515	33	22	6967
21701.9	C	M516	12	19	6472
21728.3	C	M517	9	1	8166
21824.1	C	M518	1	32	7725
21835.9	C	M519	39	37	5431
21869.0	C	M520	16	33	6839
21901.0	C	M521	20	5	7515
21920.7	C	M522	16	20	7543
21970.2	C	M523	22	29	9149
21979.6	C	M524	28	38	9081
22084.2	C	M525	6	18	8593
22118.3	C	M526	13	28	8310
22133.6	C	M527	26	10	9328
22184.1	C	M528	36	24	9081
22211.5	C	M529	1	37	8525
22224.4	C	M530	23	36	9777
22260.3	C	M531	32	34	5660
22268.3	C	M532	37	6	9151
22383.1	C	M533	24	14	6763
22420.9	C	M534	17	21	7374
22456.5	C	M535	38	19	9638
22621.7	C	M536	27	31	5058
22652.9	C	M537	1	15	5106
22725.4	C	M538	27	38	6679
22737.4	C	M539	27	23	5966
22773.7	C	M540	23	4	5349
22814.6	C	M541	11	20	9233
22839.3	C	M542	12	26	9323
22924.4	C	M543	2	10	7503
22961.3	C	M544	14	25	8176
23139.2	C	M545	6	37	9018
23189.7	C	M546	25	2	7681
23196.1	C	M547	11	25	6712
23262.2	C	M548	12	19	5546
23262.4	C	M549	16	21	7846
23289.0	C	M550	21	12	8854
23332.3	C	M551	39	31	5364
23334.3	C	M552	14	28	9944
23488.2	C	M553	33	25	8041
23532.5	C	M554	36	3	5302
23559.5	C	M555	32	20	6411
23685.8	C	M556	18	1	8506
23716.3	C	M557	32	22	7067
23720.0	C	M558	5	16	9371
23776.8	C	M559	38	29	9083
23799.0	C	M560	17	1	9262
23831.9	C	M561	23	35	8663
23857.2	C	M562	20	27	9155
23874.8	C	M563	21	34	8622
23899.3	C	M564	36	26	5606
23927.9	C	M565	19	29	5836
23987.7	C	M566	37	14	6849
24037.6	C	M567	30	28	8930
24085.0	C	M568	5	33	5926
24094.3	C	M569	0	16	7557
24188.0	C	M570	29	38	7966
24202.5	C	M571	33	38	7000
24235.1	C	M572	0	6	8245
24241.2	C	M573	14	30	7459
24310.0	C	M574	22	28	5952
24328.6	C	M575	36	3	7162
24347.8	C	M576	23	31	6025
24349.2	C	M577	15	20	7054
24364.0	C	M578	8	38	9892
24464.1	C	M579	32	24	7647
24468.3	C	M580	11	0	8029
24490.5	C	M581	15	36	8967
24576.4	C	M582	17	35	7612
24585.0	C	M583	28	22	8811
24626.1	C	M584	15	35	6822
24664.1	C	M585	2	16	8452
24687.3	C	M586	33	25	5263
24696.9	C	M587	24	17	5107
24703.5	C	M588	21	24	8516
24739.6	C	M589	19	24	9626
24847.3	C	M590	18	29	5743
24861.5	C	M591	30	17	8794
24872.0	C	M592	17	19	7593
24884.1	C	M593	30	24	9906
24978.8	C	M594	4	24	5287
25025.7	C	M595	36	11	6226
25048.6	C	M596	11	30	8706
25084.7	C	M597	13	26	7534
25129.3	C	M598	39	18	7887
25212.8	C	M599	7	17	6743
25240.5	C	M600	15	26	9649
25261.7	C	M601	11	39	7042
25289.5	C	M602	30	14	5988
25296.5	C	M603	16	15	6729
25375.6	C	M604	34	14	9951
25450.3	C	M605	24	2	5889
25542.8	C	M606	13	30	9930
25568.6	C	M607	3	17	5144
25570.4	C	M608	37	34	6793
25647.9	C	M609	28	27	7127
25657.9	C	M610	26	21	8661
25677.8	C	M611	8	5	7326
25741.2	C	M612	17	38	5914
25746.2	C	M613	1	37	7494
25748.9	C	M614	9	15	6671
25801.7	C	M615	24	28	9505
25853.4	C	M616	16	19	5296
25858.1	C	M617	11	7	7413
25897.6	C	M618	31	8	5547
25936.1	C	M619	39	29	9430
25995.2	C	M620	29	20	8971
26002.0	C	M621	9	28	8485
26010.8	C	M622	26	23	6968
26055.8	C	M623	19	16	6161
26071.6	C	M624	19	2	6674
26098.1	C	M625	38	29	9559
26227.2	C	M626	2	30	6297
26268.1	C	M627	16	3	8443
26319.7	C	M628	36	29	8169
26320.5	C	M629	32	30	6443
26320.7	C	M630	3	35	8161
26321.7	C	M631	18	21	9952
26471.9	C	M632	17	23	8304
26547.8	C	M633	21	6	5869
26584.0	C	M634	25	33	7443
26609.1	C	M635	31	32	5982
26681.6	C	M636	14	2	8927
26714.0	C	M637	9	39	9555
26735.6	C	M638	38	8	7323
26755.4	C	M639	21	11	6123
26762.0	C	M640	34	23	6620
26783.0	C	M641	17	16	9603
26790.4	C	M642	25	7	6818
26827.4	C	M643	32	25	9342
26830.8	C	M644	34	22	8149
26840.2	C	M645	10	3	7153
26852.3	C	M646	25	10	5062
26891.9	C	M647	31	8	8244
27004.2	C	M648	37	35	5862
27069.5	C	M649	13	14	5365
27096.0	C	M650	31	24	6913
27112.0	C	M651	3	7	9909
27132.0	C	M652	0	20	5932
27137.4	C	M653	16	14	5451
27172.7	C	M654	2	28	8485
27174.8	C	M655	11	10	6139
27197.7	C	M656	22	38	6909
27349.0	C	M657	10	27	9828
27371.3	C	M658	8	17	5229
27483.1	C	M659	24	28	8899
27500.5	C	M660	38	15	5651
27504.0	C	M661	14	10	9046
27591.5	C	M662	4	8	6466
27616.0	C	M663	24	20	5872
27620.0	C	M664	36	12	8517
27691.2	C	M665	33	34	6546
27695.4	C	M666	35	31	5202
27710.2	C	M667	38	21	7953
27784.8	C	M668	25	12	6366
27858.9	C	M669	36	0	6982
27890.4	C	M670	19	9	7572
27970.4	C	M671	24	19	7628
27971.4	C	M672	25	38	5052
27991.5	C	M673	20	17	7594
28010.9	C	M674	28	7	5475
28118.6	C	M675	11	24	8516
28190.1	C	M676	6	28	8995
28217.3	C	M677	38	7	8315
28220.3	C	M678	6	24	5509
28250.1	C	M679	39	24	5974
28303.6	C	M680	22	8	5831
28306.7	C	M681	25	8	7443
28555.6	C	M682	23	14	8019
28594.2	C	M683	15	17	6022
28656.5	C	M684	8	38	7670
28656.9	C	M685	4	26	8573
28719.8	C	M686	6	32	8378
28780.6	C	M687	19	25	7682
28792.6	C	M688	34	6	8281
28911.7	C	M689	17	39	5416
28965.4	C	M690	18	12	6227
28994.9	C	M691	20	19	8735
29032.0	C	M692	5	7	5482
29187.4	C	M693	9	20	8852
29208.3	C	M694	28	22	9975
29286.0	C	M695	17	6	9673
29294.2	C	M696	39	23	9335
29324.1	C	M697	33	3	6237
29338.8	C	M698	7	24	8568
29359.5	C	M699	10	20	8074
29411.4	C	M700	22	32	6194
29470.5	C	M701	18	4	8883
29477.5	C	M702	6	11	9685
29494.1	C	M703	22	2	6493
29530.5	C	M704	22	10	7560
29557.3	C	M705	17	6	5394
29719.4	C	M706	17	19	5329
29766.0	C	M707	13	23	9758
29777.9	C	M708	36	37	8258
29830.3	C	M709	35	8	7153
29846.9	C	M710	12	3	7098
30003.3	C	M711	20	22	9697
30018.1	C	M712	0	10	9066
30021.1	C	M713	10	6	5884
30146.8	C	M714	12	30	9971
30163.9	C	M715	12	13	6216
30201.8	C	M716	38	31	6266
30235.6	C	M717	34	15	6414
30300.5	C	M718	16	27	6535
30301.4	C	M719	14	9	5537
30303.4	C	M720	21	34	8983
30338.0	C	M721	3	29	5212
30389.7	C	M722	29	0	6753
30556.3	C	M723	3	17	6165
30581.6	C	M724	4	33	8266
30603.8	C	M725	26	13	7715
30620.5	C	M726	12	28	6466
30650.8	C	M727	6	25	9911
30749.9	C	M728	21	20	6313
30804.6	C	M729	36	33	7873
30911.4	C	M730	19	10	8758
30999.2	C	M731	37	12	5912
31145.0	C	M732	12	35	5384
31194.1	C	M733	27	35	7794
31354.7	C	M734	17	8	5383
31452.5	C	M735	31	34	7516
31559.1	C	M736	24	13	9684
31738.1	C	M737	30	26	6071
32050.0	C	M738	7	26	7577
32068.2	C	M739	17	38	5334
32073.6	C	M740	7	26	6193
32138.2	C	M741	19	5	5574
32145.1	C	M742	11	36	5044
32152.1	C	M743	6	34	5963
32158.5	C	M744	11	21	6831
32208.1	C	M745	7	1	5752
32286.8	C	M746	14	39	6184
32300.4	C	M747	5	39	5636
32342.2	C	M748	22	6	6279
32370.7	C	M749	23	20	8026
32388.3	C	M750	39	19	7321
32436.6	C	M751	25	34	8792
32445.7	C	M752	25	2	5743
32507.1	C	M753	15	24	7166
32528.2	C	M754	38	37	5968
32551.8	C	M755	21	33	7782
32600.4	C	M756	30	20	7906
32639.2	C	M757	15	17	7767
32646.7	C	M758	34	17	9879
32697.3	C	M759	16	12	7650
32777.6	C	M760	4	34	6924
32810.3	C	M761	10	23	9593
32831.8	C	M762	22	26	7652
33039.1	C	M763	23	34	6221
33082.5	C	M764	7	32	7540
33101.6	C	M765	23	4	5909
33108.0	C	M766	9	28	5260
33235.5	C	M767	7	13	8606
33244.7	C	M768	38	17	5408
33254.2	C	M769	35	11	9428
33254.8	C	M770	34	10	7624
33293.0	C	M771	1	13	7785
33301.7	C	M772	31	23	8298
33306.1	C	M773	23	12	9389
33307.2	C	M774	15	27	8165
33330.1	C	M775	31	38	7412
33415.7	C	M776	21	20	8229
33443.8	C	M777	1	24	9059
33478.0	C	M778	36	8	6815
33489.0	C	M779	33	26	9062
33505.3	C	M780	0	35	7846
33508.0	C	M781	4	39	5762
33539.8	C	M782	5	11	6342
33549.9	C	M783	36	39	9575
33555.6	C	M784	37	36	8602
33616.3	C	M785	27	31	7934
33753.3	C	M786	36	18	6771
33821.3	C	M787	18	6	6343
33870.8	C	M788	21	15	7479
33889.9	C	M789	13	20	7736
33987.9	C	M790	39	34	5170
34047.1	C	M791	25	24	8876
34082.7	C	M792	30	13	6042
34091.5	C	M793	0	36	6641
34093.6	C	M794	34	36	7741
34138.0	C	M795	13	34	9482
34193.6	C	M796	19	16	7485
34257.7	C	M797	25	21	8866
34276.8	C	M798	6	39	7110
34286.6	C	M799	23	39	6641
34387.8	C	M800	17	36	5568
34392.0	C	M801	13	35	6411
34403.7	C	M802	21	19	9231
34472.9	C	M803	8	37	7602
34636.9	C	M804	38	36	9157
34671.2	C	M805	3	34	8813
34804.3	C	M806	7	3	8749
34818.8	C	M807	33	34	6665
34860.6	C	M808	29	22	8175
34881.4	C	M809	11	17	5549
34913.5	C	M810	32	7	9925
34936.9	C	M811	21	33	5337
34937.8	C	M812	24	25	9224
34959.5	C	M813	2	23	6378
34966.2	C	M814	10	19	9570
35022.4	C	M815	18	21	6283
35038.6	C	M816	25	29	7708
35058.4	C	M817	25	38	6659
35136.3	C	M818	1	22	8252
35158.6	C	M819	15	32	8350
35338.1	C	M820	14	21	8468
35356.6	C	M821	11	1	8771
35365.7	C	M822	8	3	8805
35367.7	C	M823	20	18	8712
35380.5	C	M824	3	8	8932
35400.6	C	M825	7	38	7636
